2000-01-01, 1.00889
2000-02-01, 1.03556
2000-03-01, 1.25333
2000-04-01, 1.25778
2000-05-01, 1.18667
2000-06-01, 1.24889
2000-07-01, 1.15556
2000-08-01, 1.16889
2000-09-01, 1.14667
2000-10-01, 1.09333
2000-11-01, 1.09778
2000-12-01, 1.05333
2001-01-01, 1.02222
2001-02-01, 1.06222
2001-03-01, 1.09333
2001-04-01, 1.05778
2001-05-01, 1.20889
2001-06-01, 1.11556
2001-07-01, 1.12000
2001-08-01, 1.08000
2001-09-01, 1.06667
2001-10-01, 1.04444
2001-11-01, 1.01778
2001-12-01, 1.04000
2002-01-01, 1.05778
2002-02-01, 1.03556
2002-03-01, 1.00889
2002-04-01, 1.02222
2002-05-01, 1.06667
2002-06-01, 1.08444
2002-07-01, 1.09778
2002-08-01, 1.05333
2002-09-01, 1.02222
2002-10-01, 1.02667
2002-11-01, 1.06667
2002-12-01, 1.04444
2003-01-01, 1.03111
2003-02-01, 1.02222
2003-03-01, 1.05333
2003-04-01, 1.08889
2003-05-01, 1.12444
2003-06-01, 1.11111
2003-07-01, 1.09778
2003-08-01, 1.08000
2003-09-01, 1.12889
2003-10-01, 1.08444
2003-11-01, 1.04444
2003-12-01, 1.04889
2004-01-01, 1.05778
2004-02-01, 1.03111
2004-03-01, 1.18667
2004-04-01, 1.27111
2004-05-01, 1.23111
2004-06-01, 1.17333
2004-07-01, 1.19111
2004-08-01, 1.08444
2004-09-01, 1.09333
2004-10-01, 1.13778
2004-11-01, 1.04000
2004-12-01, 1.05333
2005-01-01, 1.08889
2005-02-01, 1.13778
2005-03-01, 1.33333
2005-04-01, 1.31111
2005-05-01, 1.31556
2005-06-01, 1.28444
2005-07-01, 1.20889
2005-08-01, 1.25333
2005-09-01, 1.20444
2005-10-01, 1.13333
2005-11-01, 1.15556
2005-12-01, 1.17333
2006-01-01, 1.20444
2006-02-01, 1.30222
2006-03-01, 1.27111
2006-04-01, 1.20444
2006-05-01, 1.20444
2006-06-01, 1.28000
2006-07-01, 1.26222
2006-08-01, 1.28444
2006-09-01, 1.17333
2006-10-01, 1.16444
2006-11-01, 1.09778
2006-12-01, 1.06667
2007-01-01, 1.13778
2007-02-01, 1.18222
2007-03-01, 1.28000
2007-04-01, 1.21778
2007-05-01, 1.20444
2007-06-01, 1.24889
2007-07-01, 1.10667
2007-08-01, 1.23556
2007-09-01, 1.12889
2007-10-01, 1.07111
2007-11-01, 1.10667
2007-12-01, 1.07556
2008-01-01, 1.04889
2008-02-01, 1.04000
2008-03-01, 1.06222
2008-04-01, 1.19556
2008-05-01, 1.16444
2008-06-01, 1.14667
2008-07-01, 1.11111
2008-08-01, 1.15111
2008-09-01, 1.15556
2008-10-01, 1.07111
2008-11-01, 1.03111
2008-12-01, 1.02222
2009-01-01, 1.00889
2009-02-01, 1.00444
2009-03-01, 1.03111
2009-04-01, 1.00444
2009-05-01, 1.03556
2009-06-01, 1.02667
2009-07-01, 1.01333
2009-08-01, 1.02222
2009-09-01, 1.00444
2009-10-01, 1.04000
2009-11-01, 1.01778
2009-12-01, 1.00889
2010-01-01, 1.02222
2010-02-01, 1.00000
2010-03-01, 1.00889
2010-04-01, 1.11556
2010-05-01, 1.15556
2010-06-01, 1.19111
2010-07-01, 1.12444
2010-08-01, 1.18222
2010-09-01, 1.09778
2010-10-01, 1.11111
2010-11-01, 1.04889
2010-12-01, 1.06667
2011-01-01, 1.05333
2011-02-01, 1.15556
2011-03-01, 1.23111
2011-04-01, 1.27556
2011-05-01, 1.24000
2011-06-01, 1.31111
2011-07-01, 1.23556
2011-08-01, 1.36889
2011-09-01, 1.17333
2011-10-01, 1.24444
2011-11-01, 1.08444
2011-12-01, 1.12000
2012-01-01, 1.07556
2012-02-01, 1.33778
2012-03-01, 1.29333
2012-04-01, 1.40000
2012-05-01, 1.41333
2012-06-01, 1.18222
2012-07-01, 1.12444
2012-08-01, 1.12444
2012-09-01, 1.11556
2012-10-01, 1.11111
2012-11-01, 1.13778
2012-12-01, 1.14667
2013-01-01, 1.08444
2013-02-01, 1.28000
2013-03-01, 1.50667
2013-04-01, 1.37778
2013-05-01, 1.42667
2013-06-01, 1.44000
2013-07-01, 1.43111
2013-08-01, 1.24444
2013-09-01, 1.16444
2013-10-01, 1.18667
2013-11-01, 1.12000
2013-12-01, 1.14222
2014-01-01, 1.14667
2014-02-01, 1.19111
2014-03-01, 1.35556
2014-04-01, 1.54222
2014-05-01, 1.41333
2014-06-01, 1.42222
2014-07-01, 1.36889
2014-08-01, 1.29333
2014-09-01, 1.41333
2014-10-01, 1.26667
2014-11-01, 1.22222
2014-12-01, 1.36444
2015-01-01, 1.32889
2015-02-01, 1.18667
2015-03-01, 1.56444
2015-04-01, 1.68000
2015-05-01, 1.47111
2015-06-01, 1.51111
2015-07-01, 1.40889
2015-08-01, 1.30222
2015-09-01, 1.25778
2015-10-01, 1.23556
2015-11-01, 1.24000
2015-12-01, 1.26667
2016-01-01, 1.24444
2016-02-01, 1.22222
2016-03-01, 1.82222
2016-04-01, 1.73333
2016-05-01, 1.57778
2016-06-01, 1.58667
2016-07-01, 1.44889
2016-08-01, 1.49333
2016-09-01, 1.34222
2016-10-01, 1.28000
2016-11-01, 1.12000
2016-12-01, 1.22222
2017-01-01, 1.12000
2017-02-01, 1.25333
2017-03-01, 1.56444
2017-04-01, 1.64000
2017-05-01, 1.68889
2017-06-01, 1.69333
2017-07-01, 1.28444
2017-08-01, 1.30667
2017-09-01, 1.18667
2017-10-01, 1.26667
2017-11-01, 1.12444
2017-12-01, 1.16889
2018-01-01, 1.11111
2018-02-01, 1.21778
2018-03-01, 1.59111
2018-04-01, 1.60000
2018-05-01, 1.82222
2018-06-01, 1.78667
2018-07-01, 1.51111
2018-08-01, 1.76444
2018-09-01, 1.36000
2018-10-01, 1.41333
2018-11-01, 1.23111
2018-12-01, 1.21778
2019-01-01, 1.12000
2019-02-01, 1.28000
2019-03-01, 1.53778
2019-04-01, 1.81778
2019-05-01, 2.00000
2019-06-01, 1.56889
2019-07-01, 1.48000
2019-08-01, 1.65778
2019-09-01, 1.40889
2019-10-01, 1.53778
2019-11-01, 1.64000
2019-12-01, 1.21778
